hours,county,households,volume,site,status
0,Wajir,1000,0,21082869,4
8.67,Wajir,500,43.35,21082883,1
14,Wajir,500,336,21082890,1
12.67,Wajir,2500,304.08,5691674,1
0,Wajir,100,0,21082900,3
14,Wajir,1000,140,5691870,1
4.67,Wajir,1000,46.7,5691894,1
22.67,Wajir,1000,226.7,5691753,1
1.33,Wajir,200,10.64,8415837,1
12,Wajir,250,120,5691681,1
5.33,Wajir,100,74.62,5691708,1
12,Wajir,2000,120,21082780,1
4.67,Wajir,1000,65.38,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
8.67,Wajir,500,43.35,21082883,1
11.33,Wajir,500,271.92,21082890,1
15.33,Wajir,2500,367.92,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
10.67,Wajir,1000,106.7,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0.67,Wajir,200,5.36,8415837,1
12.67,Wajir,250,126.7,5691681,1
0.67,Wajir,100,9.38,5691708,1
13.33,Wajir,2000,133.3,21082780,1
4,Wajir,1000,56,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
9.33,Wajir,500,46.65,21082883,1
8,Wajir,500,192,21082890,1
12.67,Wajir,2500,304.08,5691674,1
2,Wajir,100,10,21082900,1
16,Wajir,1000,160,5691870,1
6.67,Wajir,1000,66.7,5691894,1
22.67,Wajir,1000,226.7,5691753,1
9.33,Wajir,200,74.64,8415837,1
14,Wajir,250,140,5691681,1
4,Wajir,100,56,5691708,1
10.67,Wajir,2000,106.7,21082780,1
2,Wajir,1000,28,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,3
8.67,Wajir,500,43.35,21082883,1
12,Wajir,500,288,21082890,1
13.33,Wajir,2500,319.92,5691674,1
1.33,Wajir,100,6.65,21082900,1
14,Wajir,1000,140,5691870,1
11.33,Wajir,1000,113.3,5691894,1
21.33,Wajir,1000,213.3,5691753,1
6.67,Wajir,200,53.36,8415837,1
11.33,Wajir,250,113.3,5691681,1
1.33,Wajir,100,18.62,5691708,1
8,Wajir,2000,80,21082780,1
4,Wajir,1000,56,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
9.33,Wajir,500,46.65,21082883,1
12.67,Wajir,500,304.08,21082890,1
12.67,Wajir,2500,304.08,5691674,1
0,Wajir,100,0,21082900,3
11.33,Wajir,1000,113.3,5691870,1
9.33,Wajir,1000,93.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
14,Wajir,250,140,5691681,1
1.33,Wajir,100,18.62,5691708,1
12,Wajir,2000,120,21082780,1
2.67,Wajir,1000,37.38,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
9.33,Wajir,500,46.65,21082883,1
10,Wajir,500,240,21082890,1
16.67,Wajir,2500,400.08,5691674,1
2,Wajir,100,10,21082900,1
11.33,Wajir,1000,113.3,5691870,1
10,Wajir,1000,100,5691894,1
22.67,Wajir,1000,226.7,5691753,1
15.33,Wajir,250,153.3,5691681,1
1.33,Wajir,100,18.62,5691708,1
12,Wajir,2000,120,21082780,1
2,Wajir,1000,28,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
8.67,Wajir,500,43.35,21082883,1
13.33,Wajir,500,319.92,21082890,1
16.67,Wajir,2500,400.08,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
9.33,Wajir,1000,93.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
15.33,Wajir,250,153.3,5691681,1
1.33,Wajir,100,18.62,5691708,1
9.33,Wajir,2000,93.3,21082780,1
3.33,Wajir,1000,46.62,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,4
9.33,Wajir,500,46.65,21082883,1
15.33,Wajir,500,367.92,21082890,1
14.67,Wajir,2500,352.08,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
7.33,Wajir,1000,73.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
10.67,Wajir,250,106.7,5691681,1
0,Wajir,100,0,5691708,3
9.33,Wajir,2000,93.3,21082780,1
4.67,Wajir,1000,65.38,8037020,1
0,Wajir,1500,0,5691650,4
0,Wajir,1000,0,21082869,3
8,Wajir,500,40,21082883,1
11.33,Wajir,500,271.92,21082890,1
14,Wajir,2500,336,5691674,1
0,Wajir,100,0,21082900,3
14,Wajir,1000,140,5691870,1
7.33,Wajir,1000,73.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
14,Wajir,250,140,5691681,1
0,Wajir,100,0,5691708,3
12.67,Wajir,2000,126.7,21082780,1
2,Wajir,1000,28,8037020,1
0,Wajir,1500,0,5691650,4
16,Wajir,1000,224,21082869,1
9.33,Wajir,500,46.65,21082883,1
14.67,Wajir,500,352.08,21082890,1
10,Wajir,2500,240,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
7.33,Wajir,1000,73.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
10,Wajir,250,100,5691681,1
0,Wajir,100,0,5691708,3
11.33,Wajir,2000,113.3,21082780,1
3.33,Wajir,1000,46.62,8037020,1
0,Wajir,1500,0,5691650,3
11.33,Wajir,1000,158.62,21082869,1
9.33,Wajir,500,46.65,21082883,1
12,Wajir,500,288,21082890,1
13.33,Wajir,2500,319.92,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
3.33,Wajir,1000,33.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
10,Wajir,250,100,5691681,1
0,Wajir,100,0,5691708,3
10.67,Wajir,2000,106.7,21082780,1
2.67,Wajir,1000,37.38,8037020,1
16,Wajir,1500,160,5691650,1
13.33,Wajir,1000,186.62,21082869,1
8.67,Wajir,500,43.35,21082883,1
12.67,Wajir,500,304.08,21082890,1
10,Wajir,2500,240,5691674,1
7.33,Wajir,100,36.65,21082900,1
14.67,Wajir,1000,146.7,5691870,1
17.33,Wajir,1000,173.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
14,Wajir,250,140,5691681,1
2.67,Wajir,100,37.38,5691708,1
10,Wajir,2000,100,21082780,1
3.33,Wajir,1000,46.62,8037020,1
22,Wajir,1500,220,5691650,1
11.33,Wajir,1000,158.62,21082869,1
8,Wajir,500,40,21082883,1
11.33,Wajir,500,271.92,21082890,1
14,Wajir,2500,336,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
5.33,Wajir,1000,53.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
16.67,Wajir,250,166.7,5691681,1
0,Wajir,100,0,5691708,3
12.67,Wajir,2000,126.7,21082780,1
4,Wajir,1000,56,8037020,1
12,Wajir,1500,120,5691650,1
15.33,Wajir,1000,214.62,21082869,1
8,Wajir,500,40,21082883,1
12.67,Wajir,500,304.08,21082890,1
14,Wajir,2500,336,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
6,Wajir,1000,60,5691894,1
22.67,Wajir,1000,226.7,5691753,1
12.67,Wajir,250,126.7,5691681,1
0,Wajir,100,0,5691708,3
10,Wajir,2000,100,21082780,1
2.67,Wajir,1000,37.38,8037020,1
12.67,Wajir,1500,126.7,5691650,1
10.67,Wajir,1000,149.38,21082869,1
9.33,Wajir,500,46.65,21082883,1
14.67,Wajir,500,352.08,21082890,1
16.67,Wajir,2500,400.08,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
8,Wajir,1000,80,5691894,1
22.67,Wajir,1000,226.7,5691753,1
13.33,Wajir,250,133.3,5691681,1
0,Wajir,100,0,5691708,3
12.67,Wajir,2000,126.7,21082780,1
3.33,Wajir,1000,46.62,8037020,1
19.33,Wajir,1500,193.3,5691650,1
13.33,Wajir,1000,186.62,21082869,1
9.33,Wajir,500,46.65,21082883,1
10.67,Wajir,500,256.08,21082890,1
9.33,Wajir,2500,223.92,5691674,1
0,Wajir,100,0,21082900,3
15.33,Wajir,1000,153.3,5691870,1
7.33,Wajir,1000,73.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
10,Wajir,250,100,5691681,1
0,Wajir,100,0,5691708,3
12.67,Wajir,2000,126.7,21082780,1
2.67,Wajir,1000,37.38,8037020,1
14,Wajir,1500,140,5691650,1
13.33,Wajir,1000,186.62,21082869,1
9.33,Wajir,500,46.65,21082883,1
9.33,Wajir,500,223.92,21082890,1
6.67,Wajir,2500,160.08,5691674,1
6.67,Wajir,100,33.35,21082900,1
11.33,Wajir,1000,113.3,5691870,1
4,Wajir,1000,40,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,3
5.33,Wajir,250,53.3,5691681,1
0,Wajir,100,0,5691708,3
12,Wajir,2000,120,21082780,1
2.67,Wajir,1000,37.38,8037020,1
13.33,Wajir,1500,133.3,5691650,1
12.67,Wajir,1000,177.38,21082869,1
8.67,Wajir,500,43.35,21082883,1
12.67,Wajir,500,304.08,21082890,1
0,Wajir,2500,0,5691674,3
4.67,Wajir,2500,112.08,5691674,1
0,Wajir,100,0,21082900,3
14.67,Wajir,1000,146.7,5691870,1
14.67,Wajir,1000,146.7,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,3
0,Wajir,100,0,5691708,3
12,Wajir,2000,120,21082780,1
1.33,Wajir,1000,18.62,8037020,1
19.33,Wajir,1500,193.3,5691650,1
16.67,Wajir,1000,233.38,21082869,1
4.67,Wajir,500,23.35,21082883,1
7.33,Wajir,500,175.92,21082890,1
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
5.33,Wajir,1000,53.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,3
0,Wajir,100,0,5691708,3
1.33,Wajir,100,18.62,5691708,1
12,Wajir,2000,120,21082780,1
0.67,Wajir,1000,9.38,8037020,1
0,Wajir,1500,0,5691650,3
12.67,Wajir,1500,126.7,5691650,1
5.33,Wajir,1000,74.62,21082869,1
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
6,Wajir,1000,60,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,3
0,Wajir,100,0,5691708,3
4,Wajir,2000,40,21082780,1
10,Wajir,1500,100,5691650,1
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
6,Wajir,1000,60,5691894,1
23.33,Wajir,1000,233.3,5691753,1
0,Wajir,250,0,5691681,3
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
8,Wajir,1000,80,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,3
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
5.33,Wajir,1000,53.3,5691894,1
21.33,Wajir,1000,213.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
7.33,Wajir,1000,73.3,5691894,1
23.33,Wajir,1000,233.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
6,Wajir,1000,60,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
5.33,Wajir,1000,53.3,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
6,Wajir,1000,60,5691894,1
22.67,Wajir,1000,226.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
4.67,Wajir,1000,46.7,5691894,1
20,Wajir,1000,200,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
7.33,Wajir,1000,73.3,5691894,1
19.33,Wajir,1000,193.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
6.67,Wajir,1000,66.7,5691894,1
20,Wajir,1000,200,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
10,Wajir,1000,100,5691894,1
20.67,Wajir,1000,206.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
6.67,Wajir,1000,66.7,5691894,1
20.67,Wajir,1000,206.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
6.67,Wajir,1000,66.7,5691894,1
20,Wajir,1000,200,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
4.67,Wajir,1000,46.7,5691894,1
18.67,Wajir,1000,186.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
7.33,Wajir,1000,73.3,5691894,1
16,Wajir,1000,160,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
8,Wajir,1000,80,5691894,1
19.33,Wajir,1000,193.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
6,Wajir,1000,60,5691894,1
20,Wajir,1000,200,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
7.33,Wajir,1000,73.3,5691894,1
21.33,Wajir,1000,213.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
10,Wajir,1000,100,5691894,1
19.33,Wajir,1000,193.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
5.33,Wajir,1000,53.3,5691894,1
17.33,Wajir,1000,173.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
5.33,Wajir,1000,53.3,5691894,1
18.67,Wajir,1000,186.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
8,Wajir,1000,80,5691894,1
21.33,Wajir,1000,213.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
12.67,Wajir,1000,126.7,5691870,1
4.67,Wajir,1000,46.7,5691894,1
18,Wajir,1000,180,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
4.67,Wajir,1000,46.7,5691894,1
16.67,Wajir,1000,166.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
5.33,Wajir,1000,53.3,5691894,1
18.67,Wajir,1000,186.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
5.33,Wajir,1000,53.3,5691894,1
14,Wajir,1000,140,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
7.33,Wajir,1000,73.3,5691894,1
18,Wajir,1000,180,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
4.67,Wajir,1000,46.7,5691894,1
14.67,Wajir,1000,146.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
5.33,Wajir,1000,53.3,5691894,1
14,Wajir,1000,140,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
3.33,Wajir,1000,33.3,5691894,1
15.33,Wajir,1000,153.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
12.67,Wajir,1000,126.7,5691870,1
8.67,Wajir,1000,86.7,5691894,1
12,Wajir,1000,120,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
14,Wajir,1000,140,5691870,1
6,Wajir,1000,60,5691894,1
12,Wajir,1000,120,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
4.67,Wajir,1000,46.7,5691894,1
12,Wajir,1000,120,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
3.33,Wajir,1000,33.3,5691894,1
11.33,Wajir,1000,113.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
13.33,Wajir,1500,133.3,5691650,1
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
8.67,Wajir,1000,86.7,5691894,1
9.33,Wajir,1000,93.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
19.33,Wajir,1500,193.3,5691650,1
0,Wajir,2500,0,5691674,3
12,Wajir,1000,120,5691870,1
2.67,Wajir,1000,26.7,5691894,1
11.33,Wajir,1000,113.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
15.33,Wajir,1500,153.3,5691650,1
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
8.67,Wajir,1000,86.7,5691894,1
12.67,Wajir,1000,126.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
13.33,Wajir,1000,133.3,5691870,1
10.67,Wajir,1000,106.7,5691894,1
12,Wajir,1000,120,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,4
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
2.67,Wajir,1000,26.7,5691894,1
11.33,Wajir,1000,113.3,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
8.67,Wajir,1000,86.7,5691894,1
12.67,Wajir,1000,126.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
6,Wajir,1000,60,5691894,1
10,Wajir,1000,100,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
6.67,Wajir,1000,66.7,5691894,1
10.67,Wajir,1000,106.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
11.33,Wajir,1000,113.3,5691870,1
7.33,Wajir,1000,73.3,5691894,1
10.67,Wajir,1000,106.7,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
0,Wajir,1500,0,5691650,3
0,Wajir,2500,0,5691674,3
15.33,Wajir,1000,153.3,5691870,1
4.67,Wajir,1000,46.7,5691894,1
12,Wajir,1000,120,5691753,1
0,Wajir,250,0,5691681,4
0,Wajir,100,0,5691708,3
18,Wajir,1500,180,5691650,1
0,Wajir,2500,0,5691674,3
14.67,Wajir,1000,146.7,5691870,1
5.33,Wajir,1000,53.3,5691894,1
